vehicle_id,Bike Producer,Series,Size,Configuration,Bike Model,Sales Name,Year,Cylinder,Type of Drive,Engine Output,Country,Category 1,Category 2
714,Harley Davidson,FXSTS,1450,CARB,FXSTS 1450,Softail Springer,2003,2,4-STROKE,46 KW(62 PS); 47 KW(64 PS),ALL,MOTORBIKE,CHOPPER
715,Harley Davidson,XLH,883,,XLH 883,Sportster Hugger,2003,2,4-STROKE,39 KW(53 PS),ALL,MOTORBIKE,NAKEDBIKE
716,Harley Davidson,XL,1200,S,XL 1200 S,Sport,2003,2,4-STROKE,45 KW(61 PS),ALL,MOTORBIKE,NAKEDBIKE
717,Harley Davidson,VRSCA,1130,,VRSCA 1130,V-Rod,2003,2,4-STROKE,77 KW(105 PS); 86 KW(117 PS),ALL,MOTORBIKE,CHOPPER
718,Harley Davidson,XL,883,,XL 883,Sportster,2003,2,4-STROKE,20 KW(27 PS); 24 KW(33 PS); 25 KW(34 PS); 34 KW(46 PS); 35 KW(47 PS); 36 KW(49 PS); 39 KW(53 PS); 40 KW(54 PS),ALL,MOTORBIKE,NAKEDBIKE
719,Harley Davidson,FLHRI,1450,EFI,FLHRI 1450 EFI,Road King,2004,2,4-STROKE,25 KW(34 PS),ALL,MOTORBIKE,TOURER
720,Harley Davidson,FLHRSI,1450,EFI,FLHRSI 1450 EFI,Road King Custom,2004,2,4-STROKE,52 KW(70 PS),ALL,MOTORBIKE,TOURER
721,Harley Davidson,FLHTC,1450,CARB,FLHTC 1450,Electra Glide Classic,2004,2,4-STROKE,49 KW(67 PS); 52 KW(71 PS),ALL,MOTORBIKE,TOURER
722,Harley Davidson,FLSTC,1450,CARB,FLSTC 1450,Heritage Softail Classic,2004,2,4-STROKE,46 KW(62 PS); 47 KW(64 PS),AMERICA,MOTORBIKE,CRUISER
723,Harley Davidson,FLSTFI,1450,EFI,FLSTFI 1450 EFI,Fat Boy,2004,2,4-STROKE,25 KW(34 PS),ALL,MOTORBIKE,CRUISER
724,Harley Davidson,FXDI,1450,EFI,FXDI 1450 EFI,Dyna Super Glide,2004,2,4-STROKE,25 KW(34 PS),ALL,MOTORBIKE,CHOPPER
725,Harley Davidson,FXDWG,1450,CARB,FXDWG 1450,Dyna Wide Glide,2004,2,4-STROKE,49 KW(67 PS); 50 KW(68 PS); 54 KW(73 PS),AMERICA,MOTORBIKE,CHOPPER
726,Harley Davidson,FXSTB,1450,CARB,FXSTB 1450,Softail Night Train,2004,2,4-STROKE,46 KW(62 PS); 47 KW(64 PS),AMERICA,MOTORBIKE,CHOPPER
727,Harley Davidson,FXSTDI,1450,EFI,FXSTDI 1450 EFI,Softail Deuce,2004,2,4-STROKE,46 KW(62 PS); 47 KW(64 PS),ALL,MOTORBIKE,CHOPPER
728,Harley Davidson,VRSCA,1130,,VRSCA 1130,V-Rod,2004,2,4-STROKE,77 KW(105 PS); 86 KW(117 PS),ALL,MOTORBIKE,CHOPPER
729,Harley Davidson,XL,883,C,XL 883 C,Sportster Custom,2004,2,4-STROKE,39 KW(53 PS); 40 KW(54 PS),ALL,MOTORBIKE,NAKEDBIKE
730,Harley Davidson,FLHRS,1450,CARB,FLHRS 1450,Road King Custom,2004,2,4-STROKE,52 KW(70 PS),AMERICA,MOTORBIKE,TOURER
731,Harley Davidson,XL,883,,XL 883,Sportster,2004,2,4-STROKE,20 KW(27 PS); 24 KW(33 PS); 25 KW(34 PS); 34 KW(46 PS); 35 KW(47 PS); 36 KW(49 PS); 39 KW(53 PS); 40 KW(54 PS),ALL,MOTORBIKE,NAKEDBIKE
732,Harley Davidson,FLHR,1450,CARB,FLHR 1450,Road King,2005,2,4-STROKE,49 KW(67 PS); 52 KW(71 PS),AMERICA,MOTORBIKE,TOURER
733,Harley Davidson,FLHRSI,1450,EFI,FLHRSI 1450 EFI,Road King Custom,2005,2,4-STROKE,52 KW(70 PS),ALL,MOTORBIKE,TOURER
734,Harley Davidson,FLHTC,1450,CARB,FLHTC 1450,Electra Glide Classic,2005,2,4-STROKE,49 KW(67 PS); 52 KW(71 PS),AMERICA,MOTORBIKE,TOURER
735,Harley Davidson,FLHTI,1450,EFI,FLHTI 1450 EFI,Electra Glide,2005,2,4-STROKE,52 KW(70 PS),ALL,MOTORBIKE,TOURER
736,Harley Davidson,FLSTF,1450,CARB,FLSTF 1450,Fat Boy,2005,2,4-STROKE,46 KW(62 PS); 47 KW(64 PS),AMERICA,MOTORBIKE,CRUISER
737,Harley Davidson,FLSTFSE,1690,,FLSTFSE 1690,Fat Boy Screamin Eagle,2005,2,4-STROKE,48 KW(65 PS); 50 KW(68 PS),ALL,MOTORBIKE,CRUISER
738,Harley Davidson,FLSTSC,1450,CARB,FLSTSC 1450,Softail Springer Classic,2005,2,4-STROKE,52 KW(70 PS),AMERICA,MOTORBIKE,CRUISER
739,Harley Davidson,FXD,1450,CARB,FXD 1450,Dyna Super Glide,2005,2,4-STROKE,49 KW(67 PS); 50 KW(68 PS),AMERICA,MOTORBIKE,CHOPPER
740,Harley Davidson,FXDWG,1450,CARB,FXDWG 1450,Dyna Wide Glide,2005,2,4-STROKE,49 KW(67 PS); 50 KW(68 PS); 54 KW(73 PS),AMERICA,MOTORBIKE,CHOPPER
741,Harley Davidson,FXSTI,1450,EFI,FXSTI 1450 EFI,Softail,2005,2,4-STROKE,24 KW(33 PS),ALL,MOTORBIKE,CHOPPER
742,Harley Davidson,FXSTS,1450,CARB,FXSTS 1450,Softail Springer,2005,2,4-STROKE,46 KW(62 PS); 47 KW(64 PS),AMERICA,MOTORBIKE,CHOPPER
743,Harley Davidson,VRSCB,1130,,VRSCB 1130,V-Rod,2005,2,4-STROKE,73 KW(99 PS),ALL,MOTORBIKE,CHOPPER
744,Harley Davidson,XL,883,L,XL 883 L,Low,2005,2,4-STROKE,39 KW(53 PS); 40 KW(54 PS),ALL,MOTORBIKE,NAKEDBIKE
745,Harley Davidson,XL,1200,C,XL 1200 C,Sportster Custom,2005,2,4-STROKE,25 KW(34 PS); 34 KW(46 PS); 36 KW(49 PS); 37 KW(50 PS); 43 KW(58 PS); 45 KW(61 PS); 47 KW(64 PS); 49 KW(67 PS); 50 KW(68 PS),ALL,MOTORBIKE,NAKEDBIKE
746,Harley Davidson,FLHRS,1450,CARB,FLHRS 1450,Road King Custom,2006,2,4-STROKE,52 KW(70 PS),AMERICA,MOTORBIKE,TOURER
747,Harley Davidson,FLHTCI,1450,EFI,FLHTCI 1450 EFI,Electra Glide Classic,2006,2,4-STROKE,49 KW(67 PS); 52 KW(71 PS),AMERICA,MOTORBIKE,TOURER
748,Harley Davidson,FLHTI,1450,EFI,FLHTI 1450 EFI,Electra Glide,2006,2,4-STROKE,52 KW(70 PS),ALL,MOTORBIKE,TOURER
749,Harley Davidson,FLSTC,1450,CARB,FLSTC 1450,Heritage Softail Classic,2006,2,4-STROKE,46 KW(62 PS); 47 KW(64 PS),AMERICA,MOTORBIKE,CRUISER
750,Harley Davidson,FLSTFSE2,1690,,FLSTFSE2 1690,Fat Boy Screamin Eagle,2006,2,4-STROKE,48 KW(65 PS); 50 KW(68 PS),ALL,MOTORBIKE,CRUISER
751,Harley Davidson,FLSTI,1450,EFI,FLSTI 1450 EFI,Heritage Softail,2006,2,4-STROKE,46 KW(62 PS); 47 KW(64 PS),ALL,MOTORBIKE,CRUISER
752,Harley Davidson,FLSTSC,1450,CARB,FLSTSC 1450,Softail Springer Classic,2006,2,4-STROKE,52 KW(70 PS),ALL,MOTORBIKE,CRUISER
753,Harley Davidson,FXDBI,1450,EFI,FXDBI 1450 EFI,Dyna Street Bob,2006,2,4-STROKE,54 KW(73 PS),ALL,MOTORBIKE,CHOPPER
754,Harley Davidson,FXDI35,1450,EFI,FXDI35 1450 EFI,Dyna Super Glide 35th Anniversary,2006,2,4-STROKE,25 KW(34 PS),ALL,MOTORBIKE,CHOPPER
755,Harley Davidson,FXSTD,1450,CARB,FXSTD 1450,Softail Deuce,2006,2,4-STROKE,46 KW(62 PS); 47 KW(64 PS),AMERICA,MOTORBIKE,CHOPPER
756,Harley Davidson,VRSCA,1130,,VRSCA 1130,V-Rod,2006,2,4-STROKE,77 KW(105 PS); 86 KW(117 PS),ALL,MOTORBIKE,CHOPPER
757,Harley Davidson,VRSCR,1130,,VRSCR 1130,Street Rod,2006,2,4-STROKE,73 KW(99 PS); 89 KW(121 PS),ALL,MOTORBIKE,CHOPPER
758,Harley Davidson,XL,883,C,XL 883 C,Sportster Custom,2006,2,4-STROKE,39 KW(53 PS); 40 KW(54 PS),ALL,MOTORBIKE,NAKEDBIKE
759,Harley Davidson,XL,1200,R,XL 1200 R,Roadster,2006,2,4-STROKE,34 KW(46 PS); 49 KW(67 PS),ALL,MOTORBIKE,NAKEDBIKE
760,Harley Davidson,XL,1200,L,XL 1200 L,Low,2006,2,4-STROKE,24 KW(33 PS),ALL,MOTORBIKE,NAKEDBIKE
761,Harley Davidson,FLHRC,1584,,FLHRC 1584,Road King Classic,2007,2,4-STROKE,57 KW(77 PS); 60 KW(82 PS),ALL,MOTORBIKE,TOURER
762,Harley Davidson,FLHTC,1584,,FLHTC 1584,Electra Glide Classic,2007,2,4-STROKE,57 KW(77 PS); 69 KW(94 PS),AMERICA,MOTORBIKE,TOURER
763,Harley Davidson,FLSTC,1584,,FLSTC 1584,Heritage Softail Classic,2007,2,4-STROKE,52 KW(70 PS),ALL,MOTORBIKE,CRUISER
764,Harley Davidson,FLSTSC,1584,,FLSTSC 1584,Softail Springer Classic,2007,2,4-STROKE,54 KW(73 PS),ALL,MOTORBIKE,CRUISER
765,Harley Davidson,FXDB,1584,,FXDB 1584,Dyna Street Bob,2007,2,4-STROKE,56 KW(76 PS),ALL,MOTORBIKE,CHOPPER
766,Harley Davidson,FXDWG,1584,,FXDWG 1584,Dyna Wide Glide,2007,2,4-STROKE,56 KW(76 PS); 57 KW(77 PS),ALL,MOTORBIKE,CHOPPER
767,Harley Davidson,FXSTC,1584,,FXSTC 1584,Softail Custom,2007,2,4-STROKE,22 KW(30 PS); 23 KW(31 PS); 52 KW(71 PS),ALL,MOTORBIKE,CHOPPER
768,Harley Davidson,FLHTCUSE2,1800,,FLHTCUSE2 1800,Electra Glide Ultra Classic Screamin Eagle,2007,2,4-STROKE,69 KW(94 PS),ALL,MOTORBIKE,TOURER
769,Harley Davidson,VRSCAW,1130,,VRSCAW 1130,V-Rod,2007,2,4-STROKE,73 KW(99 PS),ALL,MOTORBIKE,CHOPPER
770,Harley Davidson,VRSCR,1130,,VRSCR 1130,Street Rod,2007,2,4-STROKE,73 KW(99 PS); 89 KW(121 PS),ALL,MOTORBIKE,CHOPPER
771,Harley Davidson,XL,883,,XL 883,Sportster,2007,2,4-STROKE,20 KW(27 PS); 24 KW(33 PS); 25 KW(34 PS); 34 KW(46 PS); 35 KW(47 PS); 36 KW(49 PS); 39 KW(53 PS); 40 KW(54 PS),ALL,MOTORBIKE,NAKEDBIKE
772,Harley Davidson,XL,1200,C,XL 1200 C,Sportster Custom,2007,2,4-STROKE,24 KW(33 PS),ALL,MOTORBIKE,NAKEDBIKE
773,Harley Davidson,XL,1200,N,XL 1200 N,Nightster,2007,2,4-STROKE,25 KW(34 PS); 49 KW(67 PS),AMERICA,MOTORBIKE,NAKEDBIKE
774,Harley Davidson,FLHR,1584,A,FLHR 1584 ABS,Road King,2008,2,4-STROKE,57 KW(77 PS); 60 KW(82 PS),ALL,MOTORBIKE,TOURER
775,Harley Davidson,FLHT,1584,,FLHT 1584,Electra Glide,2008,2,4-STROKE,57 KW(77 PS); 60 KW(82 PS),ALL,MOTORBIKE,TOURER
776,Harley Davidson,FLSTF,1584,,FLSTF 1584,Fat Boy,2008,2,4-STROKE,24 KW(33 PS); 56 KW(76 PS),ALL,MOTORBIKE,CRUISER
777,Harley Davidson,FXCWC,1584,,FXCWC 1584,Rocker C,2008,2,4-STROKE,23 KW(31 PS); 52 KW(71 PS ),ALL,MOTORBIKE,CHOPPER
778,Harley Davidson,FXDC,1584,,FXDC 1584,Dyna Super Glide Custom,2008,2,4-STROKE,56 KW(76 PS),ALL,MOTORBIKE,CHOPPER
779,Harley Davidson,FXSTB,1584,,FXSTB 1584,Softail Night Train,2008,2,4-STROKE,52 KW(71 PS),ALL,MOTORBIKE,CHOPPER
780,Harley Davidson,FLHTCUSE3,1800,A,FLHTCUSE3 1800 ABS,Electra Glide Ultra Classic Screamin Eagle,2008,2,4-STROKE,69 KW(94 PS),ALL,MOTORBIKE,TOURER
781,Harley Davidson,VRSCAW,1250,,VRSCAW 1250,V-Rod,2008,2,4-STROKE,92 KW(125 PS),ALL,MOTORBIKE,CHOPPER
782,Harley Davidson,VRSCDX,1250,,VRSCDX 1250,Night Rod Special,2008,2,4-STROKE,90 KW(122 PS); 92 KW(125 PS),ALL,MOTORBIKE,CHOPPER
783,Harley Davidson,XL,883,L,XL 883 L,Low,2008,2,4-STROKE,25 KW(34 PS); 39 KW(53 PS); 40 KW(54 PS),ALL,MOTORBIKE,NAKEDBIKE
784,Harley Davidson,XL,1200,N,XL 1200 N,Nightster,2008,2,4-STROKE,25 KW(34 PS); 49 KW(67 PS),ALL,MOTORBIKE,NAKEDBIKE
785,Harley Davidson,XL,1200,R,XL 1200 R,Roadster,2008,2,4-STROKE,34 KW(46 PS); 49 KW(67 PS),ALL,MOTORBIKE,NAKEDBIKE
786,Harley Davidson,FLSTSB,1584,,FLSTSB 1584,Cross Bones,2008,2,4-STROKE,24 KW(33 PS); 54 KW(73 PS); 56 KW(76 PS),EUROPE,MOTORBIKE,CRUISER
787,Harley Davidson,FXST,1584,,FXST 1584,Softail Standard,2008,2,4-STROKE,52 KW(71 PS),AMERICA,MOTORBIKE,CHOPPER
788,Harley Davidson,FLHR,1584,A,FLHR 1584 ABS,Road King,2009,2,4-STROKE,57 KW(77 PS); 60 KW(82 PS),ALL,MOTORBIKE,TOURER
789,Harley Davidson,FLHRC,1584,,FLHRC 1584,Road King Classic,2009,2,4-STROKE,57 KW(77 PS); 60 KW(82 PS),ALL,MOTORBIKE,TOURER
790,Harley Davidson,FLHT,1584,A,FLHT 1584 ABS,Electra Glide,2009,2,4-STROKE,57 KW(77 PS); 60 KW(82 PS),ALL,MOTORBIKE,TOURER
791,Harley Davidson,FLHX,1584,,FLHX 1584,Street Glide,2009,2,4-STROKE,57 KW(77 PS); 60 KW(82 PS),ALL,MOTORBIKE,TOURER
792,Harley Davidson,FLTR,1584,A,FLTR 1584 ABS,Road Glide,2009,2,4-STROKE,57 KW(77 PS); 60 KW(82 PS),AMERICA,MOTORBIKE,TOURER
793,Harley Davidson,FXDF,1584,,FXDF 1584,Dyna Fat Bob,2009,2,4-STROKE,57 KW(77 PS),ALL,MOTORBIKE,CHOPPER
794,Harley Davidson,FLSTSB,1584,,FLSTSB 1584,Cross Bones,2009,2,4-STROKE,24 KW(33 PS); 54 KW(73 PS); 56 KW(76 PS),ALL,MOTORBIKE,CRUISER
795,Harley Davidson,FXCW,1584,,FXCW 1584,Rocker,2009,2,4-STROKE,23 KW(31 PS); 52 KW(71 PS ),ALL,MOTORBIKE,CHOPPER
796,Harley Davidson,FLSTC,1584,,FLSTC 1584,Heritage Softail Classic,2009,2,4-STROKE,52 KW(70 PS),ALL,MOTORBIKE,CRUISER
797,Harley Davidson,FXSTSSE3,1800,,FXSTSSE3 1800,Softail Springer CVO,2009,2,4-STROKE,58 KW(79 PS),ALL,MOTORBIKE,CHOPPER
798,Harley Davidson,VRSCAW,1250,A,VRSCAW 1250 ABS,V-Rod,2009,2,4-STROKE,92 KW(125 PS),ALL,MOTORBIKE,CHOPPER
799,Harley Davidson,VRSCDX,1250,,VRSCDX 1250,Night Rod Special,2009,2,4-STROKE,90 KW(122 PS); 92 KW(125 PS),ALL,MOTORBIKE,CHOPPER
800,Harley Davidson,XL,883,,XL 883,Sportster,2009,2,4-STROKE,20 KW(27 PS); 24 KW(33 PS); 25 KW(34 PS); 34 KW(46 PS); 35 KW(47 PS); 36 KW(49 PS); 39 KW(53 PS); 40 KW(54 PS),EUROPE,MOTORBIKE,NAKEDBIKE
801,Harley Davidson,XL,883,N,XL 883 N,Iron,2009,2,4-STROKE,38 KW(52 PS),ALL,MOTORBIKE,NAKEDBIKE
802,Harley Davidson,XL,1200,L,XL 1200 L,Low,2009,2,4-STROKE,49 KW(67 PS),ALL,MOTORBIKE,NAKEDBIKE
803,Harley Davidson,FLHTCUTG,1690,,FLHTCUTG 1690,Trike Tri Glide Ultra Classic,2009,2,4-STROKE,62 KW(84 PS),AMERICA,THREEWHEELER,THREEWHEELER TOURER
804,Harley Davidson,FLHR,1584,,FLHR 1584,Road King,2010,2,4-STROKE,57 KW(77 PS); 60 KW(82 PS),AMERICA,MOTORBIKE,TOURER
805,Harley Davidson,FLHTC,1584,A,FLHTC 1584 ABS,Electra Glide Classic,2010,2,4-STROKE,57 KW(77 PS); 69 KW(94 PS),AMERICA,MOTORBIKE,TOURER
806,Harley Davidson,FLHTK,1584,A,FLHTK 1584 ABS,Electra Glide Ultra Limited,2010,2,4-STROKE,57 KW(77 PS),ALL,MOTORBIKE,TOURER
807,Harley Davidson,FLHX,1584,,FLHX 1584,Street Glide,2010,2,4-STROKE,57 KW(77 PS); 60 KW(82 PS),ALL,MOTORBIKE,TOURER
808,Harley Davidson,FLTR,1584,A,FLTR 1584 ABS,Road Glide,2010,2,4-STROKE,57 KW(77 PS); 60 KW(82 PS),AMERICA,MOTORBIKE,TOURER
809,Harley Davidson,FXDC,1584,,FXDC 1584,Dyna Super Glide Custom,2010,2,4-STROKE,56 KW(76 PS),ALL,MOTORBIKE,CHOPPER
810,Harley Davidson,FLSTSB,1584,,FLSTSB 1584,Cross Bones,2010,2,4-STROKE,24 KW(33 PS); 54 KW(73 PS); 56 KW(76 PS),ALL,MOTORBIKE,CRUISER
811,Harley Davidson,FLSTFB,1584,,FLSTFB 1584,Fat Boy Special,2010,2,4-STROKE,56 KW(76 PS),EUROPE,MOTORBIKE,CRUISER
812,Harley Davidson,FLSTC,1584,,FLSTC 1584,Heritage Softail Classic,2010,2,4-STROKE,52 KW(70 PS),ALL,MOTORBIKE,CRUISER
813,Harley Davidson,FLSTSE,1800,,FLSTSE 1800,Softail Convertible CVO,2010,2,4-STROKE,58 KW(79 PS); 65 KW(88 PS); 67 KW(91 PS),ALL,MOTORBIKE,CHOPPER
814,Harley Davidson,VRSCAW,1250,A,VRSCAW 1250 ABS,V-Rod,2010,2,4-STROKE,92 KW(125 PS),ALL,MOTORBIKE,CRUISER
815,Harley Davidson,VRSCDX,1250,,VRSCDX 1250,Night Rod Special,2010,2,4-STROKE,90 KW(122 PS); 92 KW(125 PS),ALL,MOTORBIKE,CHOPPER
816,Harley Davidson,XL,883,L,XL 883 L,Low,2010,2,4-STROKE,25 KW(34 PS); 39 KW(53 PS); 40 KW(54 PS),ALL,MOTORBIKE,NAKEDBIKE
817,Harley Davidson,XL,883,C,XL 883 C,Sportster Custom,2010,2,4-STROKE,39 KW(53 PS); 40 KW(54 PS),EUROPE,MOTORBIKE,NAKEDBIKE
818,Harley Davidson,XL,1200,L,XL 1200 L,Low,2010,2,4-STROKE,49 KW(67 PS),ALL,MOTORBIKE,NAKEDBIKE
819,Harley Davidson,FLHTCUTG,1690,,FLHTCUTG 1690,Trike Tri Glide Ultra Classic,2010,2,4-STROKE,62 KW(84 PS),AMERICA,THREEWHEELER,THREEWHEELER TOURER
820,Harley Davidson,FLTRX,1584,A,FLTRX 1584 ABS,Road Glide Custom,2010,2,4-STROKE,57 KW(77 PS); 60 KW(82 PS),AMERICA,MOTORBIKE,TOURER
821,Harley Davidson,FXST,1584,,FXST 1584,Softail Standard,2010,2,4-STROKE,52 KW(71 PS),AMERICA,MOTORBIKE,CHOPPER
822,Harley Davidson,FLHR,1584,,FLHR 1584,Road King,2011,2,4-STROKE,57 KW(77 PS); 60 KW(82 PS),AMERICA,MOTORBIKE,TOURER
823,Harley Davidson,FLHTC,1584,A,FLHTC 1584 ABS,Electra Glide Classic,2011,2,4-STROKE,57 KW(77 PS); 69 KW(94 PS),AMERICA,MOTORBIKE,TOURER
824,Harley Davidson,FLHTCU,1584,A,FLHTCU 1584 ABS,Electra Glide Ultra Classic,2011,2,4-STROKE,57 KW(77 PS),ALL,MOTORBIKE,TOURER
825,Harley Davidson,FLHX,1584,A,FLHX 1584 ABS,Street Glide,2011,2,4-STROKE,57 KW(77 PS); 60 KW(82 PS),ALL,MOTORBIKE,TOURER
826,Harley Davidson,FLTRX,1584,A,FLTRX 1584 ABS,Road Glide Custom,2011,2,4-STROKE,57 KW(77 PS); 60 KW(82 PS),AMERICA,MOTORBIKE,TOURER
827,Harley Davidson,FXDC,1584,,FXDC 1584,Dyna Super Glide Custom,2011,2,4-STROKE,56 KW(76 PS),ALL,MOTORBIKE,CHOPPER
828,Harley Davidson,FXCWC,1584,A,FXCWC 1584 ABS,Rocker C,2011,2,4-STROKE,23 KW(31 PS); 52 KW(71 PS ),ALL,MOTORBIKE,CHOPPER
829,Harley Davidson,FLSTFB,1584,A,FLSTFB 1584 ABS,Fat Boy Special,2011,2,4-STROKE,56 KW(76 PS),EUROPE,MOTORBIKE,CRUISER
830,Harley Davidson,FLSTC,1584,A,FLSTC 1584 ABS,Heritage Softail Classic,2011,2,4-STROKE,52 KW(70 PS),ALL,MOTORBIKE,CRUISER
831,Harley Davidson,FLSTN,1584,,FLSTN 1584,Softail Deluxe,2011,2,4-STROKE,54 KW(73 PS); 56 KW(76 PS),ALL,MOTORBIKE,CRUISER
832,Harley Davidson,FLTRUSE,1800,A,FLTRUSE 1800 ABS,Road Glide Ultra CVO,2011,2,4-STROKE,72 KW(98 PS),ALL,MOTORBIKE,TOURER
833,Harley Davidson,VRSCF,1250,A,VRSCF 1250 ABS,V-Rod Muscle,2011,2,4-STROKE,89 KW(121 PS),ALL,MOTORBIKE,CRUISER
834,Harley Davidson,XL,883,R,XL 883 R,Roadster,2011,2,4-STROKE,34 KW(46 PS); 39 KW(53 PS); 40 KW(54 PS),EUROPE,MOTORBIKE,NAKEDBIKE
835,Harley Davidson,XL,1200,L,XL 1200 L,Low,2011,2,4-STROKE,49 KW(67 PS),ALL,MOTORBIKE,NAKEDBIKE
836,Harley Davidson,FLHTCUTG,1690,,FLHTCUTG 1690,Trike Tri Glide Ultra Classic,2011,2,4-STROKE,62 KW(84 PS),AMERICA,THREEWHEELER,THREEWHEELER TOURER
837,Harley Davidson,FLHRC,1690,A,FLHRC 1690 ABS,Road King Classic,2011,2,4-STROKE,62 KW(84 PS),ALL,MOTORBIKE,TOURER
838,Harley Davidson,FLTRU,1690,A,FLTRU 1690 ABS,Road Glide Ultra,2011,2,4-STROKE,33 KW(45 PS),AMERICA,MOTORBIKE,TOURER
839,Harley Davidson,FLHTC,1690,A,FLHTC 1690 ABS,Electra Glide Classic,2011,2,4-STROKE,62 KW(84 PS),EUROPE,MOTORBIKE,TOURER
840,Harley Davidson,FLHXSE2,1800,A,FLHXSE2 1800 ABS,Street Glide CVO,2011,2,4-STROKE,62 KW(84 PS); 72 KW(98 PS),ALL,MOTORBIKE,TOURER
841,Harley Davidson,XL,1200,C,XL 1200 C,Sportster Custom,2011,2,4-STROKE,24 KW(33 PS),ALL,MOTORBIKE,NAKEDBIKE
842,Harley Davidson,XL,883,N,XL 883 N,Iron,2012,2,4-STROKE,38 KW(52 PS),ALL,MOTORBIKE,NAKEDBIKE
843,Harley Davidson,XL,1200,N,XL 1200 N,Nightster,2012,2,4-STROKE,25 KW(34 PS); 49 KW(67 PS),ALL,MOTORBIKE,NAKEDBIKE
844,Harley Davidson,FXDB,1584,,FXDB 1584,Dyna Street Bob,2012,2,4-STROKE,56 KW(76 PS),ALL,MOTORBIKE,CHOPPER
845,Harley Davidson,FXDC,1584,A,FXDC 1584 ABS,Dyna Super Glide Custom,2012,2,4-STROKE,56 KW(76 PS),ALL,MOTORBIKE,CHOPPER
846,Harley Davidson,FXDF,1584,A,FXDF 1584 ABS,Dyna Fat Bob,2012,2,4-STROKE,57 KW(77 PS),ALL,MOTORBIKE,CHOPPER
847,Harley Davidson,FXDWG,1584,A,FXDWG 1584 ABS,Dyna Wide Glide,2012,2,4-STROKE,56 KW(76 PS); 57 KW(77 PS),EUROPE,MOTORBIKE,CHOPPER
848,Harley Davidson,FXS,1690,,FXS 1690,Blackline,2012,2,4-STROKE,24 KW(33 PS),AMERICA,MOTORBIKE,CHOPPER
849,Harley Davidson,FLSTF,1690,,FLSTF 1690,Fat Boy,2012,2,4-STROKE,55 KW(75 PS); 58 KW(79 PS),ALL,MOTORBIKE,CRUISER
850,Harley Davidson,FLSTFB,1690,A,FLSTFB 1690 ABS,Fat Boy Lo,2012,2,4-STROKE,55 KW(75 PS); 58 KW(79 PS),AMERICA,MOTORBIKE,CRUISER
851,Harley Davidson,FLSTN,1690,A,FLSTN 1690 ABS,Softail Deluxe,2012,2,4-STROKE,55 KW(75 PS); 58 KW(79 PS),ALL,MOTORBIKE,CRUISER
852,Harley Davidson,VRSCDX,1250,,VRSCDX 1250,Night Rod Special,2012,2,4-STROKE,90 KW(122 PS); 92 KW(125 PS),ALL,MOTORBIKE,CHOPPER
853,Harley Davidson,VRSCF,1250,A,VRSCF 1250 ABS,V-Rod Muscle,2012,2,4-STROKE,89 KW(121 PS),ALL,MOTORBIKE,CRUISER
854,Harley Davidson,FLHR,1690,,FLHR 1690,Road King,2012,2,4-STROKE,62 KW(84 PS),AMERICA,MOTORBIKE,TOURER
855,Harley Davidson,FLHX,1690,,FLHX 1690,Street Glide,2012,2,4-STROKE,62 KW(84 PS),ALL,MOTORBIKE,TOURER
856,Harley Davidson,FLTRX,1690,A,FLTRX 1690 ABS,Road Glide Custom,2012,2,4-STROKE,33 KW(45 PS),AMERICA,MOTORBIKE,TOURER
857,Harley Davidson,FLHTC,1690,A,FLHTC 1690 ABS,Electra Glide Classic,2012,2,4-STROKE,62 KW(84 PS),ALL,MOTORBIKE,TOURER
858,Harley Davidson,FLHTK,1690,A,FLHTK 1690 ABS,Electra Glide Ultra Limited,2012,2,4-STROKE,62 KW(84 PS),ALL,MOTORBIKE,TOURER
859,Harley Davidson,FLTRXSE,1800,A,FLTRXSE 1800 ABS,Road Glide Custom CVO,2012,2,4-STROKE,62 KW(84 PS); 74 KW(101 PS),ALL,MOTORBIKE,TOURER
860,Harley Davidson,XL,1200,V,XL 1200 V,Seventy-Two,2012,2,4-STROKE,49 KW(67 PS),ALL,MOTORBIKE,NAKEDBIKE
861,Harley Davidson,FXST,1690,,FXST ,Softail Standard,2012,2,4-STROKE,52 KW(71 PS),AMERICA,MOTORBIKE,CHOPPER
862,Harley Davidson,XL,1200,C,XL 1200 C,Sportster Custom,2013,2,4-STROKE,33 KW(46 PS); 34 KW(47 PS); 50 KW(68 PS),ALL,MOTORBIKE,NAKEDBIKE
863,Harley Davidson,XL,1200,X,XL 1200 X,Forty-Eight,2013,2,4-STROKE,50 KW(68 PS),ALL,MOTORBIKE,NAKEDBIKE
864,Harley Davidson,FXDC,1584,,FXDC 1584,Dyna Super Glide Custom,2013,2,4-STROKE,56 KW(76 PS),AMERICA,MOTORBIKE,CHOPPER
865,Harley Davidson,FXDWG,1690,,FXDWG 1690,Dyna Wide Glide,2013,2,4-STROKE,34 KW(46 PS); 58 KW(79 PS),AMERICA,MOTORBIKE,CHOPPER
866,Harley Davidson,FXDF,1690,A,FXDF 1690 ABS,Dyna Fat Bob,2013,2,4-STROKE,59 KW(80 PS),ALL,MOTORBIKE,CHOPPER
867,Harley Davidson,FLSTF,1690,A,FLSTF 1690 ABS,Fat Boy,2013,2,4-STROKE,55 KW(75 PS); 58 KW(79 PS),ALL,MOTORBIKE,CRUISER
